Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Poster,Error,totalSeasons
Meet the Mormons,2014,PG,26 Feb 2015,78 min,Documentary,Blair Treu,N/A,"Jermaine Sullivan, Ken Niumatalolo, Carolina Muñoz Marin","Meet the Mormons examines the very diverse lives of six devout members of the Church of Jesus Christ of Latter-day Saints. Filmed on location and across the globe, Meet the Mormons takes viewers on a journey into the day-to-day re...",English,United States,https://m.media-amazon.com/images/M/MV5BMjE2MzgzMjY0OF5BMl5BanBnXkFtZTgwNDMyMjA2MjE@._V1_SX300.jpg,,
Whiplash,2014,R,15 Oct 2014,106 min,"Drama, Music",Damien Chazelle,Damien Chazelle,"Miles Teller, J.K. Simmons, Melissa Benoist",A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,English,United States,https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,,
Hubble 3D: Deep Space,2015,N/A,30 Sep 2015,N/A,"Short, Sci-Fi",N/A,N/A,N/A,N/A,English,Portugal,https://m.media-amazon.com/images/M/MV5BNDNjYjJlNDUtYTZmOC00MGFlLWI5YWQtNzJkYjRlZGIxZDFkXkEyXkFqcGdeQXVyMjUyMDgyMDA@._V1_SX300.jpg,,
47 Ronin,2013,PG-13,25 Dec 2013,128 min,"Action, Drama, Fantasy",Carl Rinsch,"Chris Morgan, Hossein Amini, Walter Hamada","Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki",A band of samurai sets out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,"English, Japanese","United States, United Kingdom, Japan, Hungary",https://m.media-amazon.com/images/M/MV5BMTc0MjE2NzE0OV5BMl5BanBnXkFtZTgwNTU5MjE1MDE@._V1_SX300.jpg,,
Cesar Chavez,2014,PG-13,28 Mar 2014,102 min,"Biography, Drama",Diego Luna,"Timothy J. Sexton, Keir Pearson","Michael Peña, America Ferrera, Rosario Dawson",A biography of the civil-rights activist and labor organizer Cesar Chavez.,"English, Spanish","United States, Mexico, United Arab Emirates",https://m.media-amazon.com/images/M/MV5BMTM5NTkyOTMxN15BMl5BanBnXkFtZTgwODA1MDYwMTE@._V1_SX300.jpg,,
Inside Llewyn Davis,2013,R,10 Jan 2014,104 min,"Drama, Music","Ethan Coen, Joel Coen","Joel Coen, Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman",A week in the life of a young singer as he navigates the Greenwich Village folk scene of 1961.,English,"United States, United Kingdom, France",https://m.media-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_SX300.jpg,,
The Skeleton Twins,2014,R,11 Sep 2014,93 min,"Comedy, Drama, Romance",Craig Johnson,"Craig Johnson, Mark Heyman","Kristen Wiig, Bill Hader, Luke Wilson","Having both coincidentally cheated death on the same day, estranged twins reunite with the possibility of mending their relationship.","English, Spanish",United States,https://m.media-amazon.com/images/M/MV5BNzk5MjM3NDEwN15BMl5BanBnXkFtZTgwMDIxNjYzMjE@._V1_SX300.jpg,,
Journey to the South Pacific,2013,G,27 Nov 2013,40 min,"Documentary, Short","Stephen Judson, Greg MacGillivray",Stephen Judson,"Ferdiel Ballamu, Cate Blanchett, Menas Mambasar",An underwater voyage to Indonesia to learn about its inhabitants such as giant rays and whale sharks as well as efforts being made in the region for ocean conservation.,English,United States,https://m.media-amazon.com/images/M/MV5BMTUyMjEzNjA5NF5BMl5BanBnXkFtZTgwOTk5MTYyMTE@._V1_SX300.jpg,,
The Wind Rises,2013,PG-13,21 Feb 2014,126 min,"Animation, Biography, Drama",Hayao Miyazaki,Hayao Miyazaki,"Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Japanese, German, Italian, French, English","Japan, France, United States",https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_SX300.jpg,,
Grudge Match,2013,PG-13,25 Dec 2013,113 min,"Comedy, Drama, Sport",Peter Segal,"Tim Kelleher, Rodney Rothman","Robert De Niro, Sylvester Stallone, Kim Basinger","A pair of aging boxing rivals are coaxed out of retirement to fight one final bout, thirty years after their last match.",English,United States,https://m.media-amazon.com/images/M/MV5BNjhhZDYxMmUtZWRiZC00MThiLWI4ZjgtM2M1YjhhNWRlZTQyXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,,
Walking with Dinosaurs,1999,TV-14,16 Apr 2000,1 min,"Documentary, Animation, History",N/A,N/A,"Nikolay Drozdov, Kenneth Branagh, Avery Brooks","Documentary-style series about the era of the dinosaurs, mixing real locations and CGI.",English,United Kingdom,https://m.media-amazon.com/images/M/MV5BOTU1YTZiOTEtYWEwOC00NGZkLWEzYjAtNDk4NTMwYjBhNTFiXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_SX300.jpg,,1
Snowpiercer,2013,R,11 Jul 2014,126 min,"Action, Sci-Fi, Thriller",Bong Joon Ho,"Jacques Lob, Benjamin Legrand, Jean-Marc Rochette","Chris Evans, Jamie Bell, Tilda Swinton","In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",https://m.media-amazon.com/images/M/MV5BMTQ3NzA1MTY3MV5BMl5BanBnXkFtZTgwNzE2Mzg5MTE@._V1_SX300.jpg,,
The Railway Man,2013,R,23 May 2014,116 min,"Biography, Drama, Romance",Jonathan Teplitzky,"Frank Cottrell Boyce, Andy Paterson, Eric Lomax","Colin Firth, Nicole Kidman, Stellan Skarsgård","A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.","English, Japanese","Switzerland, United Kingdom, Australia",https://m.media-amazon.com/images/M/MV5BMTQzNDU1NjE0NF5BMl5BanBnXkFtZTgwODA3NDczMDE@._V1_SX300.jpg,,
Dear White People,2014,R,04 Dec 2014,108 min,"Comedy, Drama, Romance",Justin Simien,Justin Simien,"Tyler James Williams, Tessa Thompson, Kyle Gallner",The lives of four black students at an Ivy League college.,English,United States,https://m.media-amazon.com/images/M/MV5BMjMzMjc5MjIzNV5BMl5BanBnXkFtZTgwNTY4OTQ2MjE@._V1_SX300.jpg,,
The Lunchbox,2013,PG,20 Sep 2013,104 min,"Drama, Romance",Ritesh Batra,"Ritesh Batra, Vasan Bala","Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui",A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Hindi,"India, France, Germany, United States, Canada",https://m.media-amazon.com/images/M/MV5BMTUwMzc1NjIzMV5BMl5BanBnXkFtZTgwODUyMTIxMTE@._V1_SX300.jpg,,
My Old Lady,2014,PG-13,21 Nov 2014,107 min,"Comedy, Drama, Romance",Israel Horovitz,Israel Horovitz,"Kevin Kline, Kristin Scott Thomas, Maggie Smith",An American inherits an apartment in Paris that comes with an unexpected resident.,"English, French, Italian","United Kingdom, France, United States",https://m.media-amazon.com/images/M/MV5BMTg2MTg0NTc0Ml5BMl5BanBnXkFtZTgwMTAwOTAzMjE@._V1_SX300.jpg,,
Fading Gigolo,2013,R,09 Apr 2014,90 min,"Comedy, Romance",John Turturro,John Turturro,"John Turturro, Woody Allen, Sharon Stone","Fioravante decides to become a professional Don Juan as a way of making money to help his cash-strapped friend, Murray. With Murray acting as his ""manager"", the duo quickly finds themselves caught up in the crosscurrents of love a...","English, French, Spanish, Ladino, Hebrew, Italian, Portuguese, Latin",United States,https://m.media-amazon.com/images/M/MV5BMTQzMjU3NjY0Nl5BMl5BanBnXkFtZTgwMTQ1NDM5MDE@._V1_SX300.jpg,,
Ida,2013,PG-13,25 Oct 2013,82 min,Drama,Pawel Pawlikowski,"Pawel Pawlikowski, Rebecca Lenkiewicz","Agata Kulesza, Agata Trzebuchowska, Dawid Ogrodnik",A novice nun about to take her vows uncovers a family secret dating back to the German occupation.,"Polish, Latin, French","Poland, Denmark, France, United Kingdom",https://m.media-amazon.com/images/M/MV5BMjU4OGI4MDctMDZlOS00ZDI5LTk2ODEtNGIyMGE5ZDY4MjQ4XkEyXkFqcGdeQXVyMTI3ODAyMzE2._V1_SX300.jpg,,
Calvary,2014,R,11 Apr 2014,102 min,"Crime, Drama, Mystery",John Michael McDonagh,John Michael McDonagh,"Brendan Gleeson, Chris O'Dowd, Kelly Reilly","After he is threatened during a confession, a good-natured priest must battle the dark forces closing in around him.",English,"Ireland, United Kingdom",https://m.media-amazon.com/images/M/MV5BMTc3MjQ1MjE2M15BMl5BanBnXkFtZTgwNTMzNjE4MTE@._V1_SX300.jpg,,
Wish I Was Here,2014,R,25 Jul 2014,106 min,"Comedy, Drama",Zach Braff,"Adam J. Braff, Zach Braff","Zach Braff, Joey King, Pierce Gagnon","A struggling actor, father and husband finds himself at a major crossroads, which forces him to examine his life, his family and his career.",English,United States,https://m.media-amazon.com/images/M/MV5BMjI1MTM5NTY2Nl5BMl5BanBnXkFtZTgwODE4OTk4MTE@._V1_SX300.jpg,,
The Interview,2014,R,24 Dec 2014,112 min,"Action, Adventure, Comedy","Evan Goldberg, Seth Rogen","Dan Sterling, Seth Rogen, Evan Goldberg","James Franco, Seth Rogen, Randall Park","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.","English, Korean",United States,https://m.media-amazon.com/images/M/MV5BMTQzMTcwMzgyMV5BMl5BanBnXkFtZTgwMzAyMzQ2MzE@._V1_SX300.jpg,,
What If,2013,PG-13,15 Aug 2014,98 min,"Comedy, Romance",Michael Dowse,"Elan Mastai, T.J. Dawe, Michael Rinaldi","Daniel Radcliffe, Zoe Kazan, Megan Park","Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life.",English,"Canada, Ireland",https://m.media-amazon.com/images/M/MV5BMTcyODc4Njg4OF5BMl5BanBnXkFtZTgwNDIwNDA4MTE@._V1_SX300.jpg,,
The Grand Seduction,2013,PG-13,30 May 2014,113 min,Comedy,Don McKellar,"Ken Scott, Michael Dowse","Taylor Kitsch, Brendan Gleeson, Liane Balaban","To survive, a dying Newfoundland fishing village must convince a young doctor to take up residence by any means necessary.",English,Canada,https://m.media-amazon.com/images/M/MV5BMjI3NTEwMjk0MV5BMl5BanBnXkFtZTgwODUxMTI1MTE@._V1_SX300.jpg,,
Veronica Mars,2004–2019,TV-14,22 Sep 2004,2 min,"Crime, Drama, Mystery",N/A,Rob Thomas,"Kristen Bell, Jason Dohring, Enrico Colantoni","After her best friend is murdered, and her father is removed as county Sheriff, Veronica Mars dedicates her life to cracking the toughest mysteries in the affluent town of Neptune.",English,United States,https://m.media-amazon.com/images/M/MV5BNWJjM2NhMTktZjJkOC00NDE2LWJjNzUtZmZkNDZkMGI4YzFmXkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg,,4
Before I Go to Sleep,2014,R,31 Oct 2014,92 min,"Drama, Mystery, Thriller",Rowan Joffe,"Rowan Joffe, S.J. Watson","Nicole Kidman, Colin Firth, Mark Strong","A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",English,"United Kingdom, United States, France, Sweden",https://m.media-amazon.com/images/M/MV5BNjI0NTAwMTU1NV5BMl5BanBnXkFtZTgwNzkwNjQ0MjE@._V1_SX300.jpg,,
Rosewater,2014,R,27 Nov 2014,103 min,"Biography, Drama",Jon Stewart,"Jon Stewart, Maziar Bahari, Aimee Molloy","Gael García Bernal, Kim Bodnia, Dimitri Leonidas",Iranian-Canadian journalist Maziar Bahari is detained by Iranian forces who brutally interrogate him under suspicion that he is a spy.,English,United States,https://m.media-amazon.com/images/M/MV5BNjY1NjQ1NjMzNl5BMl5BanBnXkFtZTgwNzU0Mjc1MjE@._V1_SX300.jpg,,
Obvious Child,2014,R,29 Aug 2014,84 min,"Comedy, Drama, Romance",Gillian Robespierre,"Gillian Robespierre, Karen Maine, Elisabeth Holm","Jenny Slate, Jake Lacy, Gaby Hoffmann",A twenty-something comedienne's unplanned pregnancy forces her to confront the realities of independent womanhood for the first time.,English,United States,https://m.media-amazon.com/images/M/MV5BNmZiZDRmODMtNDc3ZS00MjY4LWJiYjItZjM1ZDhjOTBkMDE1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,,
Thor: The Dark World,2013,PG-13,08 Nov 2013,112 min,"Action, Adventure, Fantasy",Alan Taylor,"Christopher L. Yost, Christopher Markus, Stephen McFeely","Chris Hemsworth, Natalie Portman, Tom Hiddleston","When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.",English,United States,https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_SX300.jpg,,
The Trip to Italy,2014,Not Rated,25 Apr 2014,108 min,"Comedy, Drama",Michael Winterbottom,Michael Winterbottom,"Steve Coogan, Rob Brydon, Rosie Fellner","Two men, six meals in six different places on a road trip around Italy. Liguria, Tuscany, Rome, Amalfi and ending in Capri.","English, Italian",United Kingdom,https://m.media-amazon.com/images/M/MV5BNTAxMDQzNzA3Nl5BMl5BanBnXkFtZTgwNzU4MDk4MTE@._V1_SX300.jpg,,
The Admiral: Roaring Currents,2014,Not Rated,30 Jul 2014,128 min,"Action, Drama, History",Han-min Kim,"Cheol-Hong Jeon, Han-min Kim","Choi Min-sik, Seung-ryong Ryu, Cho Jin-woong",Admiral Yi Sun-sin faces a tough challenge when he is forced to defend his nation with just 13 battleships against 300 Japanese enemy ships in the Battle of Myeongryang.,"Korean, Japanese, English, Hindi",South Korea,https://m.media-amazon.com/images/M/MV5BMjA1MzE5NTMyNl5BMl5BanBnXkFtZTgwODA4MzI0MjE@._V1_SX300.jpg,,
The Identical,2014,PG,05 Sep 2014,107 min,"Drama, Music",Dustin Marcellino,"Wade Cummins, Howard Klausner","Blake Rayne, Ray Liotta, Ashley Judd","Twin brothers are unknowingly separated at birth; one of them becomes an iconic rock 'n' roll star, while the other struggles to balance his love for music and pleasing his father.",English,United States,https://m.media-amazon.com/images/M/MV5BMTUxMzMzMTUzNV5BMl5BanBnXkFtZTgwNTUyMTMxMjE@._V1_SX300.jpg,,
The Fluffy Movie: Unity Through Laughter,2014,PG-13,01 Sep 2015,101 min,"Documentary, Comedy","Manny Rodriguez, Jay Lavender",N/A,"Gabriel Iglesias, Jacqueline Obradors, Gina Brillon","A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.",English,United States,https://m.media-amazon.com/images/M/MV5BMjMxOTUzODE5NF5BMl5BanBnXkFtZTgwMDA0MDIxMjE@._V1_SX300.jpg,,
,,,,,,,,,,,,,Movie not found!,
The Good Lie,2014,PG-13,07 Nov 2014,110 min,"Biography, Drama",Philippe Falardeau,Margaret Nagle,"Reese Witherspoon, Arnold Oceng, Ger Duany","A group of Sudanese refugees, given the chance to resettle in the U.S., arrive in Kansas City, Missouri, where their encounter with an employment agency counselor forever changes all of their lives.",English,"Kenya, India, United States, Canada, South Africa",https://m.media-amazon.com/images/M/MV5BMjA0Njc1MzA4MF5BMl5BanBnXkFtZTgwODc1MjUwMjE@._V1_SX300.jpg,,
The Pyramid,2014,R,05 Dec 2014,89 min,"Horror, Mystery, Thriller",Grégory Levasseur,"Daniel Meersand, Nick Simon","Ashley Hinshaw, James Buckley, Denis O'Hare",An archaeological team attempts to unlock the secrets of a lost pyramid only to find themselves hunted by an insidious creature.,English,"Morocco, United States",https://m.media-amazon.com/images/M/MV5BMjAxODg2Mzc5OV5BMl5BanBnXkFtZTgwOTUxNTQ1MjE@._V1_SX300.jpg,,
The Raid 2,2014,R,11 Apr 2014,150 min,"Action, Crime, Thriller",Gareth Evans,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force.","Indonesian, Japanese, English, Sign ","Indonesia, United States",https://m.media-amazon.com/images/M/MV5BMTg5MTE2NjA4OV5BMl5BanBnXkFtZTgwMTUyMjczMTE@._V1_SX300.jpg,,
Under the Skin,2013,R,14 Mar 2014,108 min,"Drama, Horror, Mystery",Jonathan Glazer,"Walter Campbell, Jonathan Glazer, Michel Faber","Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",English,"United Kingdom, Switzerland",https://m.media-amazon.com/images/M/MV5BMTU1MDEwMDg4Nl5BMl5BanBnXkFtZTgwOTk3NTcxMTE@._V1_SX300.jpg,,
Bang Bang,2014,Not Rated,02 Oct 2014,153 min,"Action, Adventure, Comedy",Siddharth Anand,"Sujoy Ghosh, Suresh Nair, Patrick O'Neill","Hrithik Roshan, Katrina Kaif, Pawan Malhotra","A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.","Hindi, English",India,https://m.media-amazon.com/images/M/MV5BZjJjN2IyMGYtNzYwNS00YzFhLTg2N2MtMmZhNjFkNmUyYmI0XkEyXkFqcGdeQXVyNDkxMzY0Mjk@._V1_SX300.jpg,,
Kick,2014,Not Rated,25 Jul 2014,146 min,"Action, Comedy, Crime",Sajid Nadiadwala,"Vakkantham Vamsi, Rajat Arora, Keith Gomes","Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",Hindi,India,https://m.media-amazon.com/images/M/MV5BMTUyMTg0MTA1OF5BMl5BanBnXkFtZTgwMDg2MjMwMjE@._V1_SX300.jpg,,
Kill the Messenger,2014,R,09 Oct 2014,112 min,"Biography, Crime, Drama",Michael Cuesta,"Peter Landesman, Gary Webb, Nick Schou","Jeremy Renner, Robert Patrick, Jena Sims","Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.",English,United States,https://m.media-amazon.com/images/M/MV5BNDM5MDIxNzYyNV5BMl5BanBnXkFtZTgwMDUzMTk4MTE@._V1_SX300.jpg,,
The Book Thief,2013,PG-13,27 Nov 2013,131 min,"Drama, War",Brian Percival,"Markus Zusak, Michael Petroni","Sophie Nélisse, Geoffrey Rush, Emily Watson","While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.","English, German","Germany, United States",https://m.media-amazon.com/images/M/MV5BOTE3NzkyMjAyNF5BMl5BanBnXkFtZTgwMDc5MTE0MDE@._V1_SX300.jpg,,
